#node	date	numeric date
JN706231.1/RVA/CU929-KK/10/2010/G1	2010-01-06	2010.015068
NODE_0000097	2008-07-21	2008.553048
JN706276.1/RVA/CU1026-KK/11/2011/G1	2011-01-06	2011.015068
KF018782.2/RVA/Hu-wt/RUS/Novosibirsk/Nov11-N2624/2011/G1P8	2011-01-06	2011.015068
NODE_0000362	2008-03-20	2008.217903
KT007568.1/RVA/Hu/CU-B1324/KK/2012/G1P8/	2012-01-06	2012.015027
NODE_0000099	2009-07-26	2009.565872
KX363022.1/RVA/Human-wt/VNM/12035/65/2012	2012-01-06	2012.015027
NODE_0000100	2010-07-25	2010.562417
KX363088.1/RVA/Human-wt/VNM/12053/57/2012/G1	2012-01-06	2012.015027
KF006923.2/RVA/Hu-wt/RUS/Krasnoyarsk/K13-72/2013/G1P8	2013-01-06	2013.015068
NODE_0000366	2009-01-11	2009.027599
KT007580.1/RVA/Hu/CU-B1374/KK/2012/G1P8	2012-01-06	2012.015027
NODE_0000101	2009-07-24	2009.560744
KT007593.1/RVA/Hu/CU-B1401/KK/2012/G1P8	2012-01-06	2012.015027
NODE_0000102	2010-03-06	2010.175950
NODE_0000368	2011-05-27	2011.402245
KT007622.1/RVA/Hu/CU-B1592/BKK/2012/G1P8/	2012-01-06	2012.015027
KT007629.1/RVA/Hu/CU-B1603/KK/2012/G1P8/	2012-01-06	2012.015027
NODE_0000106	2010-07-24	2010.560390
KT007673.1/RVA/Hu/CU-B1751/BKK/2013/G1P8	2013-01-06	2013.015068
NODE_0000108	2010-07-28	2010.570147
KT007668.1/RVA/Hu/CU-B1742/KK/2013/G1P4/	2013-01-06	2013.015068
NODE_0000110	2010-10-15	2010.786835
KT007564.1/RVA/Hu/CU-B1295/BKK/2012/G1P8/	2012-01-06	2012.015027
NODE_0000373	2012-01-06	2012.015027
KT007586.1/RVA/Hu/CU-B1386/KK/2012/G1P8/	2012-01-06	2012.015027
KT007590.1/RVA/Hu/CU-B1393/KK/2012/G1P8/	2012-01-06	2012.015027
NODE_0000287	1962-11-10	1962.857858
KC579624.1/RVA/Human-wt/USA/DC1164/1978/G1P8	1978-01-06	1978.015068
NODE_0000286	1971-12-26	1971.985836
KJ820841.1/RVA/Human-tc/BRA/R49/1997/G1P9	1997-01-06	1997.015068
NODE_0000285	1979-08-20	1979.633495
AB971577.1/RVA/Human-wt/JPN/88H201/1988/G1P8	1988-01-06	1988.015027
NODE_0000258	1984-08-07	1984.600806
NODE_0000259	1989-08-12	1989.611510
NODE_0000260	2009-09-22	2009.723865
LC469324.1/RVA/Human-wt/IDN/D5/2013/G1P8	2013-01-06	2013.015068
NODE_0000261	2010-09-20	2010.718500
LC463286.1/RVA/Human-wt/JPN/EnRo1931/2013/G1P8	2013-01-06	2013.015068
NODE_0000263	2011-04-10	2011.272391
LC105423.1/RVA/Human-wt/JPN/To14-41/2014/G1P8	2014-01-06	2014.015068
NODE_0000264	2013-01-06	2013.015068
LC066666.1/RVA//RVA/Human-wt/THA/SSKT-41/2013/G1P8	2013-01-06	2013.015068
LC066644.1/RVA//RVA/Human-wt/THA/PCB-180/2013/G1P8	2013-01-06	2013.015068
NODE_0000121	2011-07-19	2011.547688
LC434532.1/RVA/Human-wt/IDN/GRV60/2014/G1P8	2014-01-06	2014.015068
NODE_0000123	2011-08-07	2011.598834
LC105245.1/RVA/Human-wt/JPN/To14-4/2014/G1P8	2014-01-06	2014.015068
NODE_0000128	2011-10-16	2011.789212
LC172280.1/RVA/Human/JPN/NT050/2013/G1P8	2013-01-06	2013.015068
NODE_0000129	2012-10-17	2012.792927
KY616903.1/RVA/Human-wt/JPN/JP12669/2014/G1P8	2014-01-06	2014.015068
NODE_0000131	2013-01-06	2013.015068
LC172359.1/RVA/Human/JPN/KN155/2013/G1P8	2013-01-06	2013.015068
LC465290.1/RVA/Human-wt/JPN/Ro1850/2013/G1P8	2013-01-06	2013.015068
NODE_0000270	1999-06-28	1999.489883
NODE_0000271	2002-12-08	2002.934470
JQ087450.1/RVA/Human-tc/E1911/2009/G1P8	2009-01-06	2009.015068
EF088837.1/RVA/J-6233/05/2007	2007-01-06	2007.015068
KU973945.1/RVA/HuRoV/STHYCHRB171/2008/CA	2008-01-06	2008.015027
NODE_0000273	2005-11-30	2005.913568
HQ392167.1/RVA/Human-wt/BEL/BE00021/2007/G1P8	2007-01-06	2007.015068
KM977728.1/RVA/Human-wt/RUS/NN14020-06/2006/G1P8	2006-01-06	2006.015068
NODE_0000275	2001-08-25	2001.648478
DQ512993.1/Human/rotavirus/G1/Chi-75/2007	2007-01-06	2007.015068
NODE_0000276	2003-07-21	2003.551329
JQ087428.1/RVA/Human-tc/CHN/Y128/2004/G1P8	2004-01-06	2004.015027
NODE_0000281	2005-06-19	2005.463501
JF490517.1/RVA/human/Victoria/CK00047/2006/G1P8	2006-01-06	2006.015068
NODE_0000132	2005-06-20	2005.467575
JX027688.1/RVA/Human-wt/AUS/CK00056/2007/G1P8	2007-01-06	2007.015068
KU973947.1/RVA/HuRoV/STHYCHRB2139/2009/CA	2009-01-06	2009.015068
NODE_0000142	2003-07-21	2003.551329
GU985248.1/Rotavirus/CHN/G1/PJ12/2007	2007-01-06	2007.015068
NODE_0000138	2003-10-14	2003.783912
JQ087439.1/RVA/Human-tc/CHN/R588/2005/G1P8	2005-01-06	2005.015068
NODE_0000141	2007-03-04	2007.171358
HQ230026.1/Rotavirus/G1/JP-9131/2008	2008-01-06	2008.015027
NODE_0000283	2008-05-26	2008.400390
JN258928.1/RVA/Human-wt/Bel/BE00098/2009/G1P8	2009-01-06	2009.015068
NODE_0000145	2010-01-06	2010.015068
JX027950.1/RVA/Human-wt/AUS/CK00097/2010/G1P8	2010-01-06	2010.015068
JX027937.1/RVA/Human-wt/AUS/CK00096/2010/G1P8	2010-01-06	2010.015068
NODE_0000233	1986-01-08	1986.019219
NODE_0000234	1989-06-14	1989.451652
KT695109.1/RVA/Human-wt/USA/DC5685/1991/G1P8	1991-01-06	1991.015068
NODE_0000155	1989-06-14	1989.451652
MG181254.1/RVA/Human-wt/MWI/MW2-009/1999/G1P8	1999-01-06	1999.015068
NODE_0000149	1992-03-17	1992.207718
NODE_0000154	1993-03-12	1993.192368
MG181265.1/RVA/Human-wt/MWI/MW2-191/2000/G1P8	2000-01-06	2000.015027
NODE_0000238	1995-10-28	1995.822634
JN258879.1/RVA/Human-wt/Bel/BE00090/2003/G1P8	2003-01-06	2003.015068
JN232046.1/RVA/R115-1998/1998	1998-01-06	1998.015068
NODE_0000239	1993-06-07	1993.432618
NODE_0000249	1994-09-08	1994.685456
NODE_0000250	1997-06-05	1997.425151
KT223452.1/RVA/Human-wt/BEL/BE00051/1999/G1P8	1999-01-06	1999.015068
KT223454.1/RVA/Human-wt/BEL/BE00066/2000/G1P8	2000-01-06	2000.015027
NODE_0000251	1995-06-10	1995.439553
JN258844.1/RVA/Human-wt/Bel/BE00076/2001/G1P8	2001-01-06	2001.015068
NODE_0000252	2002-07-09	2002.519781
JN887818.1/RVA/Hu/CI-81/2011/KOR	2011-01-06	2011.015068
JF490170.1/RVA/human/Victoria/CK00008/2004/G1P8	2004-01-06	2004.015027
JF490762.1/RVA/human/Vanderbilt/VU05-06-57/2005/G1P8	2005-01-06	2005.015068
NODE_0000255	2003-09-29	2003.744506
KC769453.2/RVA/Human-wt/AUS/CK00079/2007/G1P8	2007-01-06	2007.015068
NODE_0000256	2005-03-14	2005.199580
LC172427.1/RVA/Human/JPN/YM025/2013/G1P8	2013-01-06	2013.015068
KJ870927.1/RVA/Human-wt/COD/KisB504/2009/G1P6	2009-01-06	2009.015068
KT223451.1/RVA/Human-wt/BEL/BE00108/2010/G1P8	2010-01-06	2010.015068
NODE_0000165	1993-07-16	1993.537801
JF968571.1/RVA/Hu/IALR493/BRA/SP/2002	2002-01-06	2002.015068
NODE_0000166	1994-07-25	1994.562177
NODE_0000240	1997-01-06	1997.015068
JF968557.1/RVA/Hu/IALR131/BRA/SP/1997	1997-01-06	1997.015068
KJ627155.1/RVA/Human-wt/PRY/55/1998/G1P8	1998-01-06	1998.015068
NODE_0000170	1995-01-24	1995.063986
KJ412715.1/RVA/Human-wt/PRY/1638SR/2008/G1P8	2008-01-06	2008.015027
NODE_0000244	1997-12-06	1997.929440
JF490737.1/RVA/human/Vanderbilt/VU05-06-47/2005/G1P8	2005-01-06	2005.015068
NODE_0000245	1999-08-17	1999.625485
KU973948.1/RVA/HuRoV/STHYCHRB2333/2009/CA	2009-01-06	2009.015068
KU973951.1/RVA/HuRoV/STHYCHRB279/2008	2008-01-06	2008.015027
NODE_0000247	2003-07-14	2003.532104
JF490905.1/RVA/human/Vanderbilt/VU06-07-10/2006/G1P8	2006-01-06	2006.015068
JF490619.1/RVA/human/Vanderbilt/VU05-06-17/2005/G1P8	2005-01-06	2005.015068
JX027850.1/RVA/Human-wt/AUS/CK00086/2009/G1P8	2009-01-06	2009.015068
NODE_0000137	1989-09-22	1989.723874
NODE_0000139	1996-01-23	1996.062075
NODE_0000140	2001-01-06	2001.015068
RVA/Human-wt/KEN/KLF0564/2012/G1P8	2012-01-06	2012.015027
MG181331.1/RVA/Human-wt/MWI/MW5-184/2001/G1P8	2001-01-06	2001.015068
NODE_0000179	2007-01-06	2007.015068
AB938244.1/RVA/Human-tc/MWI/MAL38/2007/G1P8	2007-01-06	2007.015068
MG181496.1/RVA/Human-wt/MWI/BID110/2012/G1P8	2012-01-06	2012.015027
NODE_0000143	2000-05-01	2000.331867
MT854973.1/RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU3433/2006/G1P8	2006-01-06	2006.015068
NODE_0000144	2003-04-10	2003.273379
NODE_0000180	2003-09-15	2003.704178
JF968588.1/RVA/Hu/IALR1204/BRA/SP/2005	2005-01-06	2005.015068
NODE_0000181	2003-10-04	2003.756607
MT855259.1/RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU658/2005/G1P8	2005-01-06	2005.015068
NODE_0000182	2003-10-05	2003.761397
JN849122.1/RVA/Human-wt/BEL/BE1023/2008/G1P8	2008-01-06	2008.015027
NODE_0000148	2006-04-11	2006.274095
JX027818.1/RVA/Human-wt/AUS/CK00083/2008/G1P8	2008-01-06	2008.015027
MH591255.1/RVA/Human-wt/LBNH166/2012/G1P8	2012-01-06	2012.015027
JN258917.1/RVA/Human-wt/Bel/BE00097/2009/G1P8	2009-01-06	2009.015068
NODE_0000150	2004-02-18	2004.131491
NODE_0000151	2006-06-05	2006.425377
HM773752.1/RVA/Human-wt/USA2007719825/2007/G1P8	2007-01-06	2007.015068
MT854665.1/RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1273/2007/G1P8	2007-01-06	2007.015068
NODE_0000152	2005-02-08	2005.105640
HQ392122.1/RVA/Human-wt/BEL/BE00017/2006/G1P8	2006-01-06	2006.015068
NODE_0000153	2007-09-24	2007.730391
KJ753451.1/RVA/Human-wt/ZAF/MRC-DPRU1217/2009/G1P8	2009-01-06	2009.015068
MT854500.1/RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1093/2009/G1P8	2009-01-06	2009.015068
NODE_0000189	2005-07-17	2005.541218
KP752893.1/RVA/Human-wt/ZAF/MRC-DPRU2125/2008/G1P8	2008-01-06	2008.015027
MT854687.1/RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1302/2007/G1P8	2007-01-06	2007.015068
NODE_0000156	1990-07-20	1990.548941
NODE_0000157	1998-08-23	1998.641880
NODE_0000158	2003-10-03	2003.755015
AB605605.1/RVA/Hu/NhaTrang/V32/2006/VNM	2006-01-06	2006.015068
JQ713096.1/RVA/Hu/RUS/Nov10-N16/2010/G1P8	2010-01-06	2010.015068
NODE_0000159	2000-06-26	2000.485737
JN258827.1/RVA/Human-wt/Bel/BE00073/2001/G1P8	2001-01-06	2001.015068
NODE_0000196	2002-02-12	2002.116696
DQ512970.1/Human/rotavirus/G1/VN-748/2007	2007-01-06	2007.015068
NODE_0000198	2003-05-17	2003.373899
HQ392337.1/RVA/Human-wt/BEL/BE00038/2008/G1P8	2008-01-06	2008.015027
AB605602.1/RVA/Hu/NhaTrang/V17/2006/VNM	2006-01-06	2006.015068
NODE_0000162	1993-01-22	1993.057938
NODE_0000163	1993-12-03	1993.923064
EF690707.1/RVA/Hu/G1P8/Bangla173/1997/BGD	1997-01-06	1997.015068
JX458959.1/RVA/ARG007/1996/G1P8	1996-01-06	1996.015027
NODE_0000164	1995-05-30	1995.409494
EF690768.1/RVA/Hu/G1P8/Bangla37/1996/BGD	1996-01-06	1996.015027
NODE_0000202	1995-09-30	1995.745339
EF690717.1/RVA/Hu/G1P8/Bangla77/1997/BGD	1997-01-06	1997.015068
NODE_0000203	1996-10-20	1996.803104
EF690718.1/RVA/Hu/G1P8/Bangla76/1997/BGD	1997-01-06	1997.015068
NODE_0000167	2004-06-17	2004.460377
KP752987.1/RVA/Human-wt/ZAF/MRC-DPRU1923/2009/G1P8	2009-01-06	2009.015068
NODE_0000168	2006-08-11	2006.608743
MT854841.1/RVA/Human-wt/ZAF/UFS-NGS-MRC-DPRU1970/2008/G1P8	2008-01-06	2008.015027
NODE_0000206	2007-10-15	2007.787441
KP753262.1/RVA/Human-wt/KEN/MRC-DPRU1608/2009/G1P8	2009-01-06	2009.015068
KP882736.1/RVA/Human-wt/KEN/Keny-111/2009/G1P8	2009-01-06	2009.015068
NODE_0000194	2009-05-15	2009.367320
KP752758.1/RVA/Human-wt/TGO/MRC-DPRU4562/2011/G1P8	2011-01-06	2011.015068
NODE_0000195	2012-06-14	2012.453421
RVA/Human-wt/KEN/KLF0646/2013/G1P8	2013-05-31	2013.412329
NODE_0000209	2013-01-06	2013.015068
RVA/Human-wt/KEN/KLF0636/2013/G1P8	2013-01-06	2013.015068
RVA/Human-wt/KEN/KLF0637/2013/G1P8	2013-12-05	2013.927397
NODE_0000169	2008-08-02	2008.585059
KP882703.1/RVA/Human-wt/KEN/Keny-058/2009/G1P8	2009-01-06	2009.015068
RVA/Human-wt/KEN/KLF0663/2013/G1P8	2013-06-26	2013.483562
NODE_0000171	2010-08-11	2010.609232
RVA/Human-wt/KEN/KLF0654/2013/G1P8	2013-09-06	2013.680822
RVA/Human-wt/KEN/KLF0764/2015/G1P8	2015-03-06	2015.176712
RVA/Human-wt/KEN/KLF0685/2013/G1P8	2013-09-17	2013.710959
NODE_0000186	2011-11-23	2011.894762
RVA/Human-wt/KEN/KLF0696/2014/G1P8	2014-02-22	2014.143836
NODE_0000187	2013-08-31	2013.664969
RVA/Human-wt/KEN/KLF0709/2014/G1P8	2014-04-23	2014.308219
RVA/Human-wt/KEN/KLF1047/2014/G1P8	2014-06-20	2014.467123
NODE_0000188	2014-06-17	2014.458904
